Category,Metric,varianta_using_xms Mean,variantb_no_xms Mean,varianta_using_xms P50,variantb_no_xms P50,varianta_using_xms P90,variantb_no_xms P90,Unit
:core:ui:compileProdDebugKotlin,Write history file,2.5,,3,,3,,ms
:core:ui:compileProdDebugKotlin,Clear output,1.6,2.13,1,2,4,3,ms
:core:ui:compileProdDebugKotlin,Store build info,5.0,4.33,5,3,5,8,ms
:feature:bookmarks:compileDemoDebugKotlin,Update caches,6.66,6.82,6,6,12,9,ms
:feature:bookmarks:compileDemoDebugKotlin,Start gradle worker,1931.18,2302.92,2606,2910,3201,3542,ms
:feature:bookmarks:compileDemoDebugKotlin,Load current classpath snapshot,26.3,27.28,27,25,36,41,ms
:feature:bookmarks:compileDemoDebugKotlin,Total Gradle task time,5251.04,5973.88,5830,6564,6907,7530,ms
:feature:bookmarks:compileDemoDebugKotlin,Save shrunk current classpath snapshot,2.93,2.72,3,3,7,6,ms
:feature:bookmarks:compileDemoDebugKotlin,Sources compilation round,2863.1,3167.58,2839,3213,3317,3788,ms
:feature:bookmarks:compileDemoDebugKotlin,Compiler code generation,690.96,715.18,709,733,850,855,ms
:feature:bookmarks:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,107.36,115.6,110,111,154,149,ms
:feature:bookmarks:compileDemoDebugKotlin,Compiler IR generation,408.08,427.88,427,427,514,516,ms
:feature:bookmarks:compileDemoDebugKotlin,Spent time before task action,42.46,40.58,36,37,64,58,ms
:feature:bookmarks:compileDemoDebugKotlin,Connect to Kotlin daemon,16.1,18.2,15,16,25,30,ms
:feature:bookmarks:compileDemoDebugKotlin,Run compilation,3100.96,3430.58,3083,3476,3560,4026,ms
:feature:bookmarks:compileDemoDebugKotlin,Incremental compilation in daemon,3071.7,3388.5,3054,3432,3537,3983,ms
:feature:bookmarks:compileDemoDebugKotlin,Task action before worker execution,30.7,29.04,27,28,39,40,ms
:feature:bookmarks:compileDemoDebugKotlin,Compiler code analysis,1072.28,1243.94,1026,1199,1355,1574,ms
:feature:bookmarks:compileDemoDebugKotlin,Calculate output size,2.76,2.36,1,1,7,7,ms
:feature:bookmarks:compileDemoDebugKotlin,Compiler IR lowering,282.22,286.82,284,280,369,381,ms
:feature:bookmarks:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,111.22,119.7,112,117,159,156,ms
:feature:bookmarks:compileDemoDebugKotlin,Compiler IR translation,959.48,1061.8,938,1052,1181,1349,ms
:feature:bookmarks:compileDemoDebugKotlin,Compiler initialization time,127.76,132.18,124,125,180,180,ms
:feature:bookmarks:compileDemoDebugKotlin,Run compilation in Gradle worker,3123.44,3455.22,3105,3502,3591,4069,ms
:feature:bookmarks:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,75,75,75,75,75,75,
:feature:bookmarks:compileDemoDebugKotlin,Number of lines for code generation,412,412,412,412,412,412,
:feature:bookmarks:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:bookmarks:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:bookmarks:compileDemoDebugKotlin,Number of classpath entries,96,96,96,96,96,96,
:feature:bookmarks:compileDemoDebugKotlin,Number of lines analyzed,412,412,412,412,412,412,
:feature:bookmarks:compileDemoDebugKotlin,Size of shrunk classpath snapshot,75.6,75.6,76,76,76,76,KB
:feature:bookmarks:compileDemoDebugKotlin,Compiler IR generation line number,412,412,412,412,412,412,
:feature:bookmarks:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:bookmarks:compileDemoDebugKotlin,Analysis lines per second,397,343,401,343,512,443,
:feature:bookmarks:compileDemoDebugKotlin,Total size of the cache directory,535.0,535.0,535,535,535,535,KB
:feature:bookmarks:compileDemoDebugKotlin,Compiler IR translation line number,412,412,412,412,412,412,
:feature:bookmarks:compileDemoDebugKotlin,Code generation lines per second,621,594,581,562,867,756,
:feature:bookmarks:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,21,20,21,21,21,21,
:feature:bookmarks:compileDemoDebugKotlin,Compiler IR lowering line number,412,412,412,412,412,412,
:feature:bookmarks:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:bookmarks:compileDemoDebugKotlin,Size of classpath snapshot,8.7,8.7,9,9,9,9,MB
:feature:bookmarks:compileDemoDebugKotlin,Clear jar cache,3.27,2.6,2,2,6,6,ms
:feature:bookmarks:compileDemoDebugKotlin,Store build info,4.0,6.0,3,6,9,9,ms
:feature:bookmarks:compileDemoDebugKotlin,Clear output,1.5,2.0,2,2,2,2,ms
:feature:bookmarks:compileDemoDebugKotlin,Clear outputs on rebuild,1.0,5.0,1,5,1,5,ms
:feature:bookmarks:compileDemoDebugKotlin,Write history file,2.5,1.0,3,1,3,1,ms
:feature:bookmarks:compileProdDebugKotlin,Update caches,3.46,4.7,3,5,7,9,ms
:feature:bookmarks:compileProdDebugKotlin,Start gradle worker,654.88,1008.88,365,1014,1714,2095,ms
:feature:bookmarks:compileProdDebugKotlin,Load current classpath snapshot,14.0,16.96,13,14,22,22,ms
:feature:bookmarks:compileProdDebugKotlin,Total Gradle task time,3048.5,3562.26,2857,3496,4060,4749,ms
:feature:bookmarks:compileProdDebugKotlin,Sources compilation round,2021.62,2180.42,2025,2081,2371,2711,ms
:feature:bookmarks:compileProdDebugKotlin,Compiler code generation,434.92,456.84,455,463,572,608,ms
:feature:bookmarks:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,80.5,79.5,77,74,108,118,ms
:feature:bookmarks:compileProdDebugKotlin,Compiler IR generation,263.02,267.62,269,273,356,373,ms
:feature:bookmarks:compileProdDebugKotlin,Spent time before task action,28.5,28.82,27,29,43,39,ms
:feature:bookmarks:compileProdDebugKotlin,Connect to Kotlin daemon,11.92,12.42,10,12,19,22,ms
:feature:bookmarks:compileProdDebugKotlin,Run compilation,2210.68,2372.3,2210,2308,2537,2866,ms
:feature:bookmarks:compileProdDebugKotlin,Incremental compilation in daemon,2183.84,2343.8,2180,2259,2506,2837,ms
:feature:bookmarks:compileProdDebugKotlin,Task action before worker execution,23.7,26.82,22,23,38,35,ms
:feature:bookmarks:compileProdDebugKotlin,Compiler code analysis,756.14,806.28,766,787,924,1184,ms
:feature:bookmarks:compileProdDebugKotlin,Calculate output size,1.98,2.04,1,1,4,4,ms
:feature:bookmarks:compileProdDebugKotlin,Compiler IR lowering,171.46,188.8,167,182,219,274,ms
:feature:bookmarks:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,84.34,82.94,81,79,114,125,ms
:feature:bookmarks:compileProdDebugKotlin,Compiler IR translation,722.26,801.82,720,772,850,1122,ms
:feature:bookmarks:compileProdDebugKotlin,Compiler initialization time,100.26,108.48,96,98,129,136,ms
:feature:bookmarks:compileProdDebugKotlin,Run compilation in Gradle worker,2228.24,2390.24,2228,2324,2555,2885,ms
:feature:bookmarks:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,95,94,95,95,95,95,
:feature:bookmarks:compileProdDebugKotlin,Number of lines for code generation,412,412,412,412,412,412,
:feature:bookmarks:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:bookmarks:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:bookmarks:compileProdDebugKotlin,Number of classpath entries,96,96,96,96,96,96,
:feature:bookmarks:compileProdDebugKotlin,Number of lines analyzed,412,412,412,412,412,412,
:feature:bookmarks:compileProdDebugKotlin,Size of shrunk classpath snapshot,75.6,75.6,76,76,76,76,KB
:feature:bookmarks:compileProdDebugKotlin,Compiler IR generation line number,412,412,412,412,412,412,
:feature:bookmarks:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:bookmarks:compileProdDebugKotlin,Analysis lines per second,565,552,538,523,739,797,
:feature:bookmarks:compileProdDebugKotlin,Total size of the cache directory,535.0,535.0,535,535,535,535,KB
:feature:bookmarks:compileProdDebugKotlin,Compiler IR translation line number,412,412,412,412,412,412,
:feature:bookmarks:compileProdDebugKotlin,Code generation lines per second,1002,980,906,889,1444,1555,
:feature:bookmarks:compileProdDebugKotlin,Compiler IR lowering line number,412,412,412,412,412,412,
:feature:bookmarks:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:bookmarks:compileProdDebugKotlin,Size of classpath snapshot,8.7,8.7,9,9,9,9,MB
:feature:bookmarks:compileProdDebugKotlin,Save shrunk current classpath snapshot,3.14,3.21,3,2,6,6,ms
:feature:bookmarks:compileProdDebugKotlin,Clear jar cache,3.0,2.91,2,2,6,5,ms
:feature:bookmarks:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,2,1,1,1,3,
:feature:bookmarks:compileProdDebugKotlin,Write history file,4.2,3.0,5,3,6,3,ms
:feature:bookmarks:compileProdDebugKotlin,Clear output,1.0,,1,,1,,ms
:feature:bookmarks:compileProdDebugKotlin,Store build info,2.5,,3,,3,,ms
:feature:bookmarks:compileProdDebugKotlin,Clear outputs on rebuild,3.0,,3,,3,,ms
:feature:foryou:compileDemoDebugKotlin,Update caches,10.4,11.72,10,11,15,17,ms
:feature:foryou:compileDemoDebugKotlin,Start gradle worker,1935.28,2423.98,2577,3220,3364,3878,ms
:feature:foryou:compileDemoDebugKotlin,Load current classpath snapshot,21.58,21.52,22,20,34,34,ms
:feature:foryou:compileDemoDebugKotlin,Total Gradle task time,6747.74,7635.1,7444,8423,8484,9027,ms
:feature:foryou:compileDemoDebugKotlin,Save shrunk current classpath snapshot,2.94,2.88,3,3,7,7,ms
:feature:foryou:compileDemoDebugKotlin,Sources compilation round,4350.76,4697.76,4306,4719,4892,5331,ms
:feature:foryou:compileDemoDebugKotlin,Compiler code generation,1193.64,1331.78,1209,1303,1472,1648,ms
:feature:foryou:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,88.46,100.5,89,98,125,136,ms
:feature:foryou:compileDemoDebugKotlin,Compiler IR generation,742.22,819.24,756,782,974,1037,ms
:feature:foryou:compileDemoDebugKotlin,Spent time before task action,40.3,38.54,37,36,60,57,ms
:feature:foryou:compileDemoDebugKotlin,Connect to Kotlin daemon,15.86,22.82,13,17,19,25,ms
:feature:foryou:compileDemoDebugKotlin,Run compilation,4581.04,4965.58,4522,4907,5185,5662,ms
:feature:foryou:compileDemoDebugKotlin,Incremental compilation in daemon,4553.52,4923.92,4473,4879,5158,5599,ms
:feature:foryou:compileDemoDebugKotlin,Task action before worker execution,30.26,29.7,28,28,44,38,ms
:feature:foryou:compileDemoDebugKotlin,Compiler code analysis,1758.66,1913.02,1738,1879,2102,2304,ms
:feature:foryou:compileDemoDebugKotlin,Calculate output size,2.44,2.44,1,1,6,5,ms
:feature:foryou:compileDemoDebugKotlin,Compiler IR lowering,451.0,512.18,447,525,560,642,ms
:feature:foryou:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,92.96,104.82,92,103,128,138,ms
:feature:foryou:compileDemoDebugKotlin,Compiler IR translation,1283.58,1318.14,1274,1305,1506,1513,ms
:feature:foryou:compileDemoDebugKotlin,Clear jar cache,3.79,3.55,3,3,8,6,ms
:feature:foryou:compileDemoDebugKotlin,Compiler initialization time,106.0,125.1,103,128,145,168,ms
:feature:foryou:compileDemoDebugKotlin,Run compilation in Gradle worker,4604.12,4995.96,4562,4935,5214,5690,ms
:feature:foryou:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,93,92,93,93,93,93,
:feature:foryou:compileDemoDebugKotlin,Number of lines for code generation,900,900,900,900,900,900,
:feature:foryou:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:foryou:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:foryou:compileDemoDebugKotlin,Number of classpath entries,99,99,99,99,99,99,
:feature:foryou:compileDemoDebugKotlin,Number of lines analyzed,900,900,900,900,900,900,
:feature:foryou:compileDemoDebugKotlin,Size of shrunk classpath snapshot,122.9,122.9,123,123,123,123,KB
:feature:foryou:compileDemoDebugKotlin,Compiler IR generation line number,900,900,900,900,900,900,
:feature:foryou:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:foryou:compileDemoDebugKotlin,Analysis lines per second,519,478,518,479,591,586,
:feature:foryou:compileDemoDebugKotlin,Total size of the cache directory,598.7,598.7,599,599,599,599,KB
:feature:foryou:compileDemoDebugKotlin,Compiler IR translation line number,900,900,900,900,900,900,
:feature:foryou:compileDemoDebugKotlin,Code generation lines per second,777,696,744,691,974,877,
:feature:foryou:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,5,6,6,6,6,6,
:feature:foryou:compileDemoDebugKotlin,Compiler IR lowering line number,900,900,900,900,900,900,
:feature:foryou:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:foryou:compileDemoDebugKotlin,Size of classpath snapshot,8.7,8.7,9,9,9,9,MB
:feature:foryou:compileDemoDebugKotlin,Clear output,3.0,1.0,3,1,3,1,ms
:feature:foryou:compileDemoDebugKotlin,Write history file,3.0,3.0,3,3,3,3,ms
:feature:foryou:compileProdDebugKotlin,Update caches,7.72,9.74,6,9,13,16,ms
:feature:foryou:compileProdDebugKotlin,Start gradle worker,639.32,668.52,405,532,1894,1752,ms
:feature:foryou:compileProdDebugKotlin,Load current classpath snapshot,14.52,14.44,13,12,24,19,ms
:feature:foryou:compileProdDebugKotlin,Total Gradle task time,4241.16,4711.2,4128,4524,5626,5785,ms
:feature:foryou:compileProdDebugKotlin,Save shrunk current classpath snapshot,2.8,3.28,2,1,7,5,ms
:feature:foryou:compileProdDebugKotlin,Sources compilation round,3150.72,3562.92,3130,3520,3746,4185,ms
:feature:foryou:compileProdDebugKotlin,Compiler code generation,867.96,975.88,839,967,1134,1244,ms
:feature:foryou:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,83.88,85.86,77,77,125,132,ms
:feature:foryou:compileProdDebugKotlin,Compiler IR generation,546.42,634.98,488,634,749,785,ms
:feature:foryou:compileProdDebugKotlin,Spent time before task action,29.94,32.26,27,30,44,40,ms
:feature:foryou:compileProdDebugKotlin,Connect to Kotlin daemon,12.12,14.02,12,12,20,22,ms
:feature:foryou:compileProdDebugKotlin,Run compilation,3379.72,3802.62,3372,3766,3989,4403,ms
:feature:foryou:compileProdDebugKotlin,Incremental compilation in daemon,3350.88,3769.76,3355,3745,3971,4364,ms
:feature:foryou:compileProdDebugKotlin,Task action before worker execution,28.38,35.7,24,29,34,79,ms
:feature:foryou:compileProdDebugKotlin,Compiler code analysis,1174.74,1362.82,1167,1328,1485,1670,ms
:feature:foryou:compileProdDebugKotlin,Calculate output size,2.66,2.3,2,1,5,4,ms
:feature:foryou:compileProdDebugKotlin,Compiler IR lowering,320.94,340.5,312,305,428,503,ms
:feature:foryou:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,88.86,91.6,81,82,131,134,ms
:feature:foryou:compileProdDebugKotlin,Compiler IR translation,998.44,1105.0,975,1081,1239,1419,ms
:feature:foryou:compileProdDebugKotlin,Clear jar cache,2.3,5.21,2,3,4,9,ms
:feature:foryou:compileProdDebugKotlin,Compiler initialization time,103.2,111.9,93,104,153,154,ms
:feature:foryou:compileProdDebugKotlin,Run compilation in Gradle worker,3397.4,3824.18,3385,3786,4013,4440,ms
:feature:foryou:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,98,96,98,98,99,99,
:feature:foryou:compileProdDebugKotlin,Number of lines for code generation,900,900,900,900,900,900,
:feature:foryou:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:foryou:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:foryou:compileProdDebugKotlin,Number of classpath entries,99,99,99,99,99,99,
:feature:foryou:compileProdDebugKotlin,Number of lines analyzed,900,900,900,900,900,900,
:feature:foryou:compileProdDebugKotlin,Size of shrunk classpath snapshot,122.9,122.9,123,123,123,123,KB
:feature:foryou:compileProdDebugKotlin,Compiler IR generation line number,900,900,900,900,900,900,
:feature:foryou:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:foryou:compileProdDebugKotlin,Analysis lines per second,792,684,771,678,1043,872,
:feature:foryou:compileProdDebugKotlin,Total size of the cache directory,598.7,598.7,599,599,599,599,KB
:feature:foryou:compileProdDebugKotlin,Compiler IR translation line number,900,900,900,900,900,900,
:feature:foryou:compileProdDebugKotlin,Code generation lines per second,1087,958,1072,931,1398,1291,
:feature:foryou:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,2,1,1,2,6,
:feature:foryou:compileProdDebugKotlin,Compiler IR lowering line number,900,900,900,900,900,900,
:feature:foryou:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:foryou:compileProdDebugKotlin,Size of classpath snapshot,8.8,8.8,9,9,9,9,MB
:feature:foryou:compileProdDebugKotlin,Clear outputs on rebuild,2.33,1.0,2,1,3,1,ms
:feature:foryou:compileProdDebugKotlin,Store build info,4.5,5.0,5,5,5,5,ms
:feature:foryou:compileProdDebugKotlin,Clear output,1.0,6.0,1,6,1,6,ms
:feature:foryou:compileProdDebugKotlin,Write history file,3.0,,3,,3,,ms
:feature:interests:compileDemoDebugKotlin,Update caches,9.2,5.5,6,5,10,8,ms
:feature:interests:compileDemoDebugKotlin,Start gradle worker,7.8,2.98,2,3,9,6,ms
:feature:interests:compileDemoDebugKotlin,Load current classpath snapshot,18.14,25.14,18,18,27,28,ms
:feature:interests:compileDemoDebugKotlin,Total Gradle task time,2988.2,2989.62,2999,2972,3539,3367,ms
:feature:interests:compileDemoDebugKotlin,Sources compilation round,2596.02,2580.1,2596,2554,3031,2852,ms
:feature:interests:compileDemoDebugKotlin,Compiler code generation,575.1,557.16,551,553,792,727,ms
:feature:interests:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,100.12,109.22,91,87,213,201,ms
:feature:interests:compileDemoDebugKotlin,Compiler IR generation,313.08,312.12,294,295,466,431,ms
