Category,Metric,varianta_main_r8 Mean,variantb_r8_different_process Mean,varianta_main_r8 P50,variantb_r8_different_process P50,varianta_main_r8 P90,variantb_r8_different_process P90,Unit
:core:testing:compileProdReleaseKotlin,Connect to Kotlin daemon,10.7,12.02,10,11,19,19,ms
:core:testing:compileProdReleaseKotlin,Clear jar cache,2.17,2.33,2,2,3,5,ms
:core:testing:compileProdReleaseKotlin,Spent time before task action,25.94,35.0,25,24,36,38,ms
:core:testing:compileProdReleaseKotlin,Compiler initialization time,47.84,47.22,41,44,68,66,ms
:core:testing:compileProdReleaseKotlin,Calculate output size,2.14,2.78,1,1,4,7,ms
:core:testing:compileProdReleaseKotlin,Compiler IR lowering,185.12,231.28,185,226,262,294,ms
:core:testing:compileProdReleaseKotlin,Shrink current classpath snapshot non-incrementally,33.92,43.34,32,37,52,75,ms
:core:testing:compileProdReleaseKotlin,Run compilation,1601.58,1958.04,1541,1851,2026,2623,ms
:core:testing:compileProdReleaseKotlin,Total size of the cache directory,573.5,573.5,574,574,574,574,KB
:core:testing:compileProdReleaseKotlin,Number of lines analyzed,976,976,976,976,976,976,
:core:testing:compileProdReleaseKotlin,Size of classpath snapshot,3.5,3.5,4,4,4,4,MB
:core:testing:compileProdReleaseKotlin,Number of lines for code generation,976,976,976,976,976,976,
:core:testing:compileProdReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:testing:compileProdReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:testing:compileProdReleaseKotlin,Code generation lines per second,2791,2176,2575,2088,4022,2801,
:core:testing:compileProdReleaseKotlin,Analysis lines per second,1159,924,1113,924,1607,1141,
:core:testing:compileProdReleaseKotlin,Number of cache hits when loading classpath entry snapshots,64,64,64,64,64,64,
:core:testing:compileProdReleaseKotlin,Compiler IR generation line number,976,976,976,976,976,976,
:core:testing:compileProdReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:testing:compileProdReleaseKotlin,Compiler IR translation line number,976,976,976,976,976,976,
:core:testing:compileProdReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:testing:compileProdReleaseKotlin,Number of classpath entries,64,64,64,64,64,64,
:core:testing:compileProdReleaseKotlin,Size of shrunk classpath snapshot,79.3,79.3,79,79,79,79,KB
:core:testing:compileProdReleaseKotlin,Compiler IR lowering line number,976,976,976,976,976,976,
:core:testing:compileProdReleaseKotlin,Clear output,2.75,2.67,3,3,4,3,ms
:core:testing:compileProdReleaseKotlin,Write history file,6.0,3.0,6,3,6,3,ms
:core:ui:compileDemoReleaseKotlin,Update caches,16.88,13.88,14,13,23,21,ms
:core:ui:compileDemoReleaseKotlin,Total Gradle task time,6330.46,6257.12,6363,6276,6888,6923,ms
:core:ui:compileDemoReleaseKotlin,Compiler code generation,1985.08,1972.8,2000,1997,2253,2226,ms
:core:ui:compileDemoReleaseKotlin,Compiler code analysis,2139.28,2072.68,2163,2086,2437,2469,ms
:core:ui:compileDemoReleaseKotlin,Shrink and save current classpath snapshot after compilation,119.54,129.58,116,125,162,185,ms
:core:ui:compileDemoReleaseKotlin,Compiler IR generation,1172.58,1180.02,1163,1188,1377,1400,ms
:core:ui:compileDemoReleaseKotlin,Load current classpath snapshot,35.56,34.08,32,34,41,43,ms
:core:ui:compileDemoReleaseKotlin,Run compilation in Gradle worker,6061.34,5981.5,6030,6002,6586,6644,ms
:core:ui:compileDemoReleaseKotlin,Compiler IR translation,1487.14,1476.64,1450,1504,1720,1678,ms
:core:ui:compileDemoReleaseKotlin,Save shrunk current classpath snapshot,2.42,2.78,1,1,5,7,ms
:core:ui:compileDemoReleaseKotlin,Start gradle worker,4.68,4.44,4,3,10,10,ms
:core:ui:compileDemoReleaseKotlin,Incremental compilation in daemon,5999.8,5925.62,5989,5923,6537,6581,ms
:core:ui:compileDemoReleaseKotlin,Task action before worker execution,20.18,23.96,19,20,29,31,ms
:core:ui:compileDemoReleaseKotlin,Sources compilation round,5720.88,5638.78,5706,5614,6272,6246,ms
:core:ui:compileDemoReleaseKotlin,Connect to Kotlin daemon,19.38,20.18,18,17,26,26,ms
:core:ui:compileDemoReleaseKotlin,Spent time before task action,80.92,83.84,78,80,105,111,ms
:core:ui:compileDemoReleaseKotlin,Compiler initialization time,100.02,106.98,101,100,124,127,ms
:core:ui:compileDemoReleaseKotlin,Calculate output size,2.3,5.58,1,2,4,7,ms
:core:ui:compileDemoReleaseKotlin,Compiler IR lowering,811.98,792.34,804,780,952,954,ms
:core:ui:compileDemoReleaseKotlin,Shrink current classpath snapshot non-incrementally,116.26,125.64,113,121,155,180,ms
:core:ui:compileDemoReleaseKotlin,Run compilation,6035.86,5955.66,6009,5951,6565,6612,ms
:core:ui:compileDemoReleaseKotlin,Total size of the cache directory,604.3,604.3,604,604,604,604,KB
:core:ui:compileDemoReleaseKotlin,Number of lines analyzed,1246,1246,1246,1246,1246,1246,
:core:ui:compileDemoReleaseKotlin,Size of classpath snapshot,7.8,7.8,8,8,8,8,MB
:core:ui:compileDemoReleaseKotlin,Number of lines for code generation,1246,1246,1246,1246,1246,1246,
:core:ui:compileDemoReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:ui:compileDemoReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:ui:compileDemoReleaseKotlin,Code generation lines per second,633,637,623,624,704,733,
:core:ui:compileDemoReleaseKotlin,Analysis lines per second,587,609,576,597,669,704,
:core:ui:compileDemoReleaseKotlin,Number of cache hits when loading classpath entry snapshots,50,50,50,50,51,51,
:core:ui:compileDemoReleaseKotlin,Compiler IR generation line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileDemoReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:ui:compileDemoReleaseKotlin,Number of cache misses when loading classpath entry snapshots,5,5,6,6,6,6,
:core:ui:compileDemoReleaseKotlin,Compiler IR translation line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileDemoReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:ui:compileDemoReleaseKotlin,Number of classpath entries,56,56,56,56,56,56,
:core:ui:compileDemoReleaseKotlin,Size of shrunk classpath snapshot,90.4,90.4,90,90,90,90,KB
:core:ui:compileDemoReleaseKotlin,Compiler IR lowering line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileDemoReleaseKotlin,Clear jar cache,2.54,2.11,1,1,6,6,ms
:core:ui:compileDemoReleaseKotlin,Clear outputs on rebuild,3.0,,3,,3,,ms
:core:ui:compileDemoReleaseKotlin,Clear output,2.5,,3,,4,,ms
:core:ui:compileDemoReleaseKotlin,Write history file,3.5,3.5,4,4,6,4,ms
:core:ui:compileProdReleaseKotlin,Update caches,8.86,10.38,9,10,14,17,ms
:core:ui:compileProdReleaseKotlin,Total Gradle task time,3945.4,5203.16,3933,5147,5139,6388,ms
:core:ui:compileProdReleaseKotlin,Compiler code generation,1108.86,1558.9,1072,1492,1374,1980,ms
:core:ui:compileProdReleaseKotlin,Compiler code analysis,1261.38,1698.08,1215,1659,1903,2263,ms
:core:ui:compileProdReleaseKotlin,Shrink and save current classpath snapshot after compilation,91.0,124.76,83,115,120,226,ms
:core:ui:compileProdReleaseKotlin,Compiler IR generation,681.92,974.48,652,950,890,1249,ms
:core:ui:compileProdReleaseKotlin,Load current classpath snapshot,22.84,33.12,19,25,29,42,ms
:core:ui:compileProdReleaseKotlin,Run compilation in Gradle worker,3751.02,4990.46,3781,4926,4820,6206,ms
:core:ui:compileProdReleaseKotlin,Compiler IR translation,1049.4,1321.58,1029,1291,1312,1697,ms
:core:ui:compileProdReleaseKotlin,Save shrunk current classpath snapshot,2.34,3.41,1,3,4,7,ms
:core:ui:compileProdReleaseKotlin,Start gradle worker,3.74,3.46,2,3,7,7,ms
:core:ui:compileProdReleaseKotlin,Incremental compilation in daemon,3705.42,4943.32,3740,4878,4766,6167,ms
:core:ui:compileProdReleaseKotlin,Task action before worker execution,16.86,16.3,16,16,25,25,ms
:core:ui:compileProdReleaseKotlin,Sources compilation round,3499.0,4672.92,3521,4687,4560,5738,ms
:core:ui:compileProdReleaseKotlin,Connect to Kotlin daemon,13.0,13.18,11,13,19,19,ms
:core:ui:compileProdReleaseKotlin,Clear jar cache,2.67,3.62,2,3,4,6,ms
:core:ui:compileProdReleaseKotlin,Spent time before task action,20.7,22.14,20,20,28,30,ms
:core:ui:compileProdReleaseKotlin,Compiler initialization time,71.82,85.38,69,83,96,105,ms
:core:ui:compileProdReleaseKotlin,Calculate output size,2.48,3.28,1,3,6,7,ms
:core:ui:compileProdReleaseKotlin,Compiler IR lowering,426.5,583.94,409,547,574,766,ms
:core:ui:compileProdReleaseKotlin,Shrink current classpath snapshot non-incrementally,88.14,120.64,80,110,119,221,ms
:core:ui:compileProdReleaseKotlin,Run compilation,3732.0,4969.44,3758,4903,4797,6192,ms
:core:ui:compileProdReleaseKotlin,Total size of the cache directory,604.3,604.3,604,604,604,604,KB
:core:ui:compileProdReleaseKotlin,Number of lines analyzed,1246,1246,1246,1246,1246,1246,
:core:ui:compileProdReleaseKotlin,Size of classpath snapshot,7.8,7.8,8,8,8,8,MB
:core:ui:compileProdReleaseKotlin,Number of lines for code generation,1246,1246,1246,1246,1246,1246,
:core:ui:compileProdReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:ui:compileProdReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:ui:compileProdReleaseKotlin,Code generation lines per second,1183,829,1164,835,1497,1032,
:core:ui:compileProdReleaseKotlin,Analysis lines per second,1054,784,1026,751,1440,1063,
:core:ui:compileProdReleaseKotlin,Number of cache hits when loading classpath entry snapshots,55,55,55,55,55,55,
:core:ui:compileProdReleaseKotlin,Compiler IR generation line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileProdReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:ui:compileProdReleaseKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:ui:compileProdReleaseKotlin,Compiler IR translation line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileProdReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:ui:compileProdReleaseKotlin,Number of classpath entries,56,56,56,56,56,56,
:core:ui:compileProdReleaseKotlin,Size of shrunk classpath snapshot,90.4,90.4,90,90,90,90,KB
:core:ui:compileProdReleaseKotlin,Compiler IR lowering line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileProdReleaseKotlin,Clear outputs on rebuild,2.0,5.0,2,5,2,5,ms
:core:ui:compileProdReleaseKotlin,Write history file,2.0,3.5,2,4,2,5,ms
:core:ui:compileProdReleaseKotlin,Clear output,1.0,,1,,1,,ms
:core:ui:compileProdReleaseKotlin,Store build info,1.5,4.67,2,5,2,6,ms
:feature:bookmarks:compileDemoReleaseKotlin,Update caches,8.76,5.3,5,5,11,11,ms
:feature:bookmarks:compileDemoReleaseKotlin,Total Gradle task time,3832.56,3794.92,3781,3786,4194,4194,ms
:feature:bookmarks:compileDemoReleaseKotlin,Compiler code generation,728.56,729.9,718,742,882,884,ms
:feature:bookmarks:compileDemoReleaseKotlin,Compiler code analysis,1260.34,1243.6,1282,1251,1461,1490,ms
:feature:bookmarks:compileDemoReleaseKotlin,Shrink and save current classpath snapshot after compilation,118.3,125.06,118,121,163,190,ms
:feature:bookmarks:compileDemoReleaseKotlin,Compiler IR generation,425.62,417.28,414,417,571,495,ms
:feature:bookmarks:compileDemoReleaseKotlin,Load current classpath snapshot,33.44,36.22,31,32,46,48,ms
:feature:bookmarks:compileDemoReleaseKotlin,Run compilation in Gradle worker,3640.08,3605.16,3601,3610,3980,3988,ms
:feature:bookmarks:compileDemoReleaseKotlin,Compiler IR translation,1244.04,1220.28,1231,1215,1484,1524,ms
:feature:bookmarks:compileDemoReleaseKotlin,Save shrunk current classpath snapshot,2.94,3.73,3,3,7,9,ms
:feature:bookmarks:compileDemoReleaseKotlin,Start gradle worker,3.1,3.38,2,3,7,8,ms
:feature:bookmarks:compileDemoReleaseKotlin,Incremental compilation in daemon,3587.6,3552.78,3547,3553,3927,3936,ms
:feature:bookmarks:compileDemoReleaseKotlin,Task action before worker execution,45.38,41.7,33,32,90,93,ms
:feature:bookmarks:compileDemoReleaseKotlin,Sources compilation round,3366.58,3330.52,3384,3339,3700,3726,ms
:feature:bookmarks:compileDemoReleaseKotlin,Connect to Kotlin daemon,16.0,12.62,14,12,24,18,ms
:feature:bookmarks:compileDemoReleaseKotlin,Clear jar cache,4.38,3.24,4,3,9,6,ms
:feature:bookmarks:compileDemoReleaseKotlin,Spent time before task action,38.24,43.74,35,37,49,52,ms
:feature:bookmarks:compileDemoReleaseKotlin,Compiler initialization time,125.1,129.6,123,129,159,171,ms
:feature:bookmarks:compileDemoReleaseKotlin,Calculate output size,2.66,2.56,1,1,7,5,ms
:feature:bookmarks:compileDemoReleaseKotlin,Compiler IR lowering,302.44,312.08,294,300,406,423,ms
:feature:bookmarks:compileDemoReleaseKotlin,Shrink current classpath snapshot non-incrementally,114.88,121.32,116,116,161,189,ms
:feature:bookmarks:compileDemoReleaseKotlin,Run compilation,3615.28,3585.1,3579,3592,3958,3970,ms
:feature:bookmarks:compileDemoReleaseKotlin,Total size of the cache directory,535.1,535.1,535,535,535,535,KB
:feature:bookmarks:compileDemoReleaseKotlin,Number of lines analyzed,412,412,412,412,412,412,
:feature:bookmarks:compileDemoReleaseKotlin,Size of classpath snapshot,8.7,8.7,9,9,9,9,MB
:feature:bookmarks:compileDemoReleaseKotlin,Number of lines for code generation,412,412,412,412,412,412,
:feature:bookmarks:compileDemoReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:bookmarks:compileDemoReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:bookmarks:compileDemoReleaseKotlin,Code generation lines per second,589,580,574,555,775,742,
:feature:bookmarks:compileDemoReleaseKotlin,Analysis lines per second,332,338,321,329,386,417,
:feature:bookmarks:compileDemoReleaseKotlin,Number of cache hits when loading classpath entry snapshots,72,72,72,72,72,72,
:feature:bookmarks:compileDemoReleaseKotlin,Compiler IR generation line number,412,412,412,412,412,412,
:feature:bookmarks:compileDemoReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:bookmarks:compileDemoReleaseKotlin,Number of cache misses when loading classpath entry snapshots,22,22,22,22,22,22,
:feature:bookmarks:compileDemoReleaseKotlin,Compiler IR translation line number,412,412,412,412,412,412,
:feature:bookmarks:compileDemoReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:bookmarks:compileDemoReleaseKotlin,Number of classpath entries,94,94,94,94,94,94,
:feature:bookmarks:compileDemoReleaseKotlin,Size of shrunk classpath snapshot,75.7,75.7,76,76,76,76,KB
:feature:bookmarks:compileDemoReleaseKotlin,Compiler IR lowering line number,412,412,412,412,412,412,
:feature:bookmarks:compileDemoReleaseKotlin,Write history file,5.0,,6,,7,,ms
:feature:bookmarks:compileDemoReleaseKotlin,Store build info,3.75,4.17,3,4,7,6,ms
:feature:bookmarks:compileProdReleaseKotlin,Update caches,4.4,5.12,4,5,8,10,ms
:feature:bookmarks:compileProdReleaseKotlin,Total Gradle task time,2637.04,3539.8,2624,3533,3053,4311,ms
:feature:bookmarks:compileProdReleaseKotlin,Compiler code generation,501.36,628.98,497,582,707,919,ms
:feature:bookmarks:compileProdReleaseKotlin,Compiler code analysis,796.32,1174.78,795,1151,1048,1473,ms
:feature:bookmarks:compileProdReleaseKotlin,Shrink and save current classpath snapshot after compilation,95.6,117.7,88,98,146,212,ms
:feature:bookmarks:compileProdReleaseKotlin,Compiler IR generation,311.8,383.9,303,349,492,556,ms
:feature:bookmarks:compileProdReleaseKotlin,Load current classpath snapshot,22.04,23.06,17,19,28,35,ms
:feature:bookmarks:compileProdReleaseKotlin,Run compilation in Gradle worker,2484.76,3362.84,2474,3333,2882,4137,ms
:feature:bookmarks:compileProdReleaseKotlin,Compiler IR translation,851.44,1153.88,841,1137,1048,1450,ms
:feature:bookmarks:compileProdReleaseKotlin,Save shrunk current classpath snapshot,3.54,4.03,3,3,6,10,ms
:feature:bookmarks:compileProdReleaseKotlin,Start gradle worker,2.02,3.76,1,3,4,7,ms
:feature:bookmarks:compileProdReleaseKotlin,Incremental compilation in daemon,2435.32,3308.5,2428,3276,2816,4062,ms
:feature:bookmarks:compileProdReleaseKotlin,Task action before worker execution,21.08,28.42,21,27,30,38,ms
:feature:bookmarks:compileProdReleaseKotlin,Sources compilation round,2253.5,3094.46,2219,3054,2616,3873,ms
:feature:bookmarks:compileProdReleaseKotlin,Connect to Kotlin daemon,14.64,12.98,10,12,20,20,ms
:feature:bookmarks:compileProdReleaseKotlin,Clear jar cache,3.42,4.02,2,3,5,7,ms
:feature:bookmarks:compileProdReleaseKotlin,Spent time before task action,26.3,28.74,22,30,35,38,ms
:feature:bookmarks:compileProdReleaseKotlin,Compiler initialization time,97.78,128.64,94,123,124,174,ms
:feature:bookmarks:compileProdReleaseKotlin,Calculate output size,2.68,3.14,1,3,5,7,ms
:feature:bookmarks:compileProdReleaseKotlin,Compiler IR lowering,189.16,244.52,183,221,268,337,ms
:feature:bookmarks:compileProdReleaseKotlin,Shrink current classpath snapshot non-incrementally,92.16,113.12,84,94,139,208,ms
:feature:bookmarks:compileProdReleaseKotlin,Run compilation,2461.3,3342.12,2452,3319,2837,4094,ms
:feature:bookmarks:compileProdReleaseKotlin,Total size of the cache directory,535.1,535.1,535,535,535,535,KB
:feature:bookmarks:compileProdReleaseKotlin,Number of lines analyzed,412,412,412,412,412,412,
:feature:bookmarks:compileProdReleaseKotlin,Size of classpath snapshot,8.7,8.7,9,9,9,9,MB
