Category,Metric,varianta_main_4_workers Mean,variantb_kotlin_compiler_3_workers Mean,varianta_main_4_workers P50,variantb_kotlin_compiler_3_workers P50,varianta_main_4_workers P90,variantb_kotlin_compiler_3_workers P90,Unit
:feature:bookmarks:compileDemoDebugKotlin,Compiler IR lowering,280.5,281.9,269,263,377,393,ms
:feature:bookmarks:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,113.56,123.08,108,117,168,173,ms
:feature:bookmarks:compileDemoDebugKotlin,Spent time before task action,42.48,42.24,37,39,57,56,ms
:feature:bookmarks:compileDemoDebugKotlin,Connect to Kotlin daemon,17.02,18.7,16,15,24,34,ms
:feature:bookmarks:compileDemoDebugKotlin,Compiler initialization time,133.88,121.44,126,118,189,151,ms
:feature:bookmarks:compileDemoDebugKotlin,Task action before worker execution,29.2,31.7,28,29,38,43,ms
:feature:bookmarks:compileDemoDebugKotlin,Sources compilation round,2980.18,3000.4,3032,3026,3624,3421,ms
:feature:bookmarks:compileDemoDebugKotlin,Run compilation,3229.9,3262.56,3243,3293,3970,3628,ms
:feature:bookmarks:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,117.88,127.22,112,123,175,178,ms
:feature:bookmarks:compileDemoDebugKotlin,Compiler code generation,685.72,705.52,662,661,900,920,ms
:feature:bookmarks:compileDemoDebugKotlin,Incremental compilation in daemon,3197.44,3226.92,3210,3264,3930,3602,ms
:feature:bookmarks:compileDemoDebugKotlin,Compiler IR translation,987.3,1010.82,970,985,1266,1287,ms
:feature:bookmarks:compileDemoDebugKotlin,Total Gradle task time,5369.62,4074.76,5581,3782,7701,5406,ms
:feature:bookmarks:compileDemoDebugKotlin,Start gradle worker,1917.38,572.94,2670,264,3991,1909,ms
:feature:bookmarks:compileDemoDebugKotlin,Calculate output size,2.68,2.46,2,1,6,7,ms
:feature:bookmarks:compileDemoDebugKotlin,Load current classpath snapshot,26.8,30.24,26,27,42,43,ms
:feature:bookmarks:compileDemoDebugKotlin,Run compilation in Gradle worker,3252.34,3288.98,3277,3321,4002,3653,ms
:feature:bookmarks:compileDemoDebugKotlin,Compiler IR generation,404.74,423.04,391,415,538,535,ms
:feature:bookmarks:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:bookmarks:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:bookmarks:compileDemoDebugKotlin,Number of lines analyzed,412,412,412,412,412,412,
:feature:bookmarks:compileDemoDebugKotlin,Number of lines for code generation,412,412,412,412,412,412,
:feature:bookmarks:compileDemoDebugKotlin,Compiler IR lowering line number,412,412,412,412,412,412,
:feature:bookmarks:compileDemoDebugKotlin,Compiler IR generation line number,412,412,412,412,412,412,
:feature:bookmarks:compileDemoDebugKotlin,Compiler IR translation line number,412,412,412,412,412,412,
:feature:bookmarks:compileDemoDebugKotlin,Size of classpath snapshot,8.7,8.7,9,9,9,9,MB
:feature:bookmarks:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,19,19,21,21,21,21,
:feature:bookmarks:compileDemoDebugKotlin,Size of shrunk classpath snapshot,75.6,75.6,76,76,76,76,KB
:feature:bookmarks:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,76,76,75,75,75,90,
:feature:bookmarks:compileDemoDebugKotlin,Analysis lines per second,374,369,346,371,489,452,
:feature:bookmarks:compileDemoDebugKotlin,Code generation lines per second,629,608,623,623,812,769,
:feature:bookmarks:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:bookmarks:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:bookmarks:compileDemoDebugKotlin,Total size of the cache directory,535.0,535.0,535,535,535,535,KB
:feature:bookmarks:compileDemoDebugKotlin,Number of classpath entries,96,96,96,96,96,96,
:feature:bookmarks:compileDemoDebugKotlin,Clear jar cache,2.64,2.84,3,2,5,6,ms
:feature:bookmarks:compileDemoDebugKotlin,Save shrunk current classpath snapshot,3.35,3.97,3,4,7,8,ms
:feature:bookmarks:compileDemoDebugKotlin,Store build info,2.0,3.5,2,4,3,4,ms
:feature:bookmarks:compileDemoDebugKotlin,Write history file,4.0,6.0,4,6,4,6,ms
:feature:bookmarks:compileDemoDebugKotlin,Clear outputs on rebuild,3.0,,3,,3,,ms
:feature:bookmarks:compileDemoDebugKotlin,Clear output,2.0,2.0,2,2,2,2,ms
:feature:bookmarks:compileProdDebugKotlin,Compiler code analysis,745.24,780.88,743,771,905,1001,ms
:feature:bookmarks:compileProdDebugKotlin,Update caches,3.56,3.56,4,3,7,5,ms
:feature:bookmarks:compileProdDebugKotlin,Compiler IR lowering,167.34,194.96,171,178,220,338,ms
:feature:bookmarks:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,75.04,83.3,76,76,108,116,ms
:feature:bookmarks:compileProdDebugKotlin,Spent time before task action,44.16,23.62,29,22,50,35,ms
:feature:bookmarks:compileProdDebugKotlin,Connect to Kotlin daemon,14.3,10.34,11,8,23,16,ms
:feature:bookmarks:compileProdDebugKotlin,Compiler initialization time,101.5,106.7,88,95,143,163,ms
:feature:bookmarks:compileProdDebugKotlin,Task action before worker execution,25.54,21.08,24,21,35,29,ms
:feature:bookmarks:compileProdDebugKotlin,Sources compilation round,2017.54,2183.88,2006,2130,2396,2567,ms
:feature:bookmarks:compileProdDebugKotlin,Run compilation,2244.12,2381.24,2217,2349,2555,2760,ms
:feature:bookmarks:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,79.42,85.86,79,78,119,123,ms
:feature:bookmarks:compileProdDebugKotlin,Compiler code generation,420.76,482.56,413,459,532,607,ms
:feature:bookmarks:compileProdDebugKotlin,Incremental compilation in daemon,2189.2,2354.54,2175,2329,2533,2738,ms
:feature:bookmarks:compileProdDebugKotlin,Compiler IR translation,743.24,806.86,745,760,905,1092,ms
:feature:bookmarks:compileProdDebugKotlin,Total Gradle task time,3090.54,2640.06,2825,2538,4389,3194,ms
:feature:bookmarks:compileProdDebugKotlin,Start gradle worker,650.28,106.34,341,2,1881,6,ms
:feature:bookmarks:compileProdDebugKotlin,Calculate output size,2.7,1.8,2,1,6,4,ms
:feature:bookmarks:compileProdDebugKotlin,Load current classpath snapshot,14.34,14.32,13,14,18,23,ms
:feature:bookmarks:compileProdDebugKotlin,Run compilation in Gradle worker,2264.1,2397.1,2231,2360,2594,2772,ms
:feature:bookmarks:compileProdDebugKotlin,Clear jar cache,2.68,2.8,2,2,5,5,ms
:feature:bookmarks:compileProdDebugKotlin,Compiler IR generation,252.9,287.08,244,268,329,392,ms
:feature:bookmarks:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:bookmarks:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:bookmarks:compileProdDebugKotlin,Number of lines analyzed,412,412,412,412,412,412,
:feature:bookmarks:compileProdDebugKotlin,Number of lines for code generation,412,412,412,412,412,412,
:feature:bookmarks:compileProdDebugKotlin,Compiler IR lowering line number,412,412,412,412,412,412,
:feature:bookmarks:compileProdDebugKotlin,Compiler IR generation line number,412,412,412,412,412,412,
:feature:bookmarks:compileProdDebugKotlin,Compiler IR translation line number,412,412,412,412,412,412,
:feature:bookmarks:compileProdDebugKotlin,Size of classpath snapshot,8.7,8.7,9,9,9,9,MB
:feature:bookmarks:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:feature:bookmarks:compileProdDebugKotlin,Size of shrunk classpath snapshot,75.6,75.6,76,76,76,76,KB
:feature:bookmarks:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,95,95,95,95,96,95,
:feature:bookmarks:compileProdDebugKotlin,Analysis lines per second,570,547,555,534,721,709,
:feature:bookmarks:compileProdDebugKotlin,Code generation lines per second,1035,888,999,897,1549,1068,
:feature:bookmarks:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:bookmarks:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:bookmarks:compileProdDebugKotlin,Total size of the cache directory,535.0,535.0,535,535,535,535,KB
:feature:bookmarks:compileProdDebugKotlin,Number of classpath entries,96,96,96,96,96,96,
:feature:bookmarks:compileProdDebugKotlin,Store build info,2.75,3.0,3,3,4,3,ms
:feature:bookmarks:compileProdDebugKotlin,Save shrunk current classpath snapshot,2.36,2.58,3,3,4,5,ms
:feature:bookmarks:compileProdDebugKotlin,Clear outputs on rebuild,3.0,,3,,3,,ms
:feature:bookmarks:compileProdDebugKotlin,Write history file,6.0,3.0,6,3,6,3,ms
:feature:bookmarks:compileProdDebugKotlin,Clear output,4.0,3.0,3,3,6,3,ms
:feature:foryou:compileDemoDebugKotlin,Compiler code analysis,1763.66,2090.48,1736,2072,2115,2501,ms
:feature:foryou:compileDemoDebugKotlin,Update caches,11.34,12.34,10,10,19,21,ms
:feature:foryou:compileDemoDebugKotlin,Compiler IR lowering,510.48,522.04,501,502,627,699,ms
:feature:foryou:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,96.76,111.18,96,98,139,184,ms
:feature:foryou:compileDemoDebugKotlin,Spent time before task action,42.88,41.7,42,42,63,52,ms
:feature:foryou:compileDemoDebugKotlin,Connect to Kotlin daemon,15.4,16.66,15,14,22,26,ms
:feature:foryou:compileDemoDebugKotlin,Compiler initialization time,122.0,124.64,120,124,158,169,ms
:feature:foryou:compileDemoDebugKotlin,Task action before worker execution,30.7,28.42,31,29,42,38,ms
:feature:foryou:compileDemoDebugKotlin,Sources compilation round,4451.16,5078.96,4487,5066,5109,5575,ms
:feature:foryou:compileDemoDebugKotlin,Run compilation,4703.08,5361.96,4781,5314,5413,5963,ms
:feature:foryou:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,101.3,116.18,99,101,147,186,ms
:feature:foryou:compileDemoDebugKotlin,Compiler code generation,1292.54,1395.68,1274,1371,1600,1680,ms
:feature:foryou:compileDemoDebugKotlin,Incremental compilation in daemon,4672.5,5322.54,4751,5289,5382,5829,ms
:feature:foryou:compileDemoDebugKotlin,Compiler IR translation,1262.1,1461.06,1265,1419,1469,1905,ms
:feature:foryou:compileDemoDebugKotlin,Total Gradle task time,6771.78,7142.28,7219,7216,9261,8425,ms
:feature:foryou:compileDemoDebugKotlin,Start gradle worker,1824.26,1542.94,2407,1708,3767,2572,ms
:feature:foryou:compileDemoDebugKotlin,Calculate output size,2.62,2.04,2,1,5,4,ms
:feature:foryou:compileDemoDebugKotlin,Store build info,5.33,2.0,3,2,12,2,ms
:feature:foryou:compileDemoDebugKotlin,Load current classpath snapshot,21.18,25.02,20,23,33,38,ms
:feature:foryou:compileDemoDebugKotlin,Run compilation in Gradle worker,4725.5,5383.68,4802,5341,5439,5988,ms
:feature:foryou:compileDemoDebugKotlin,Save shrunk current classpath snapshot,2.9,3.36,1,3,7,7,ms
:feature:foryou:compileDemoDebugKotlin,Clear jar cache,3.22,2.86,3,2,5,5,ms
:feature:foryou:compileDemoDebugKotlin,Compiler IR generation,781.56,873.16,795,872,1025,1151,ms
:feature:foryou:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:foryou:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:foryou:compileDemoDebugKotlin,Number of lines analyzed,900,900,900,900,900,900,
:feature:foryou:compileDemoDebugKotlin,Number of lines for code generation,900,900,900,900,900,900,
:feature:foryou:compileDemoDebugKotlin,Compiler IR lowering line number,900,900,900,900,900,900,
:feature:foryou:compileDemoDebugKotlin,Compiler IR generation line number,900,900,900,900,900,900,
:feature:foryou:compileDemoDebugKotlin,Compiler IR translation line number,900,900,900,900,900,900,
:feature:foryou:compileDemoDebugKotlin,Size of classpath snapshot,8.7,8.7,9,9,9,9,MB
:feature:foryou:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,7,5,6,5,6,6,
:feature:foryou:compileDemoDebugKotlin,Size of shrunk classpath snapshot,122.9,122.9,123,123,123,123,KB
:feature:foryou:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,91,93,93,94,93,94,
:feature:foryou:compileDemoDebugKotlin,Analysis lines per second,522,444,518,434,633,543,
:feature:foryou:compileDemoDebugKotlin,Code generation lines per second,715,667,706,656,904,866,
:feature:foryou:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:foryou:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:foryou:compileDemoDebugKotlin,Total size of the cache directory,598.7,598.7,599,599,599,599,KB
:feature:foryou:compileDemoDebugKotlin,Number of classpath entries,99,99,99,99,99,99,
:feature:foryou:compileProdDebugKotlin,Compiler code analysis,1157.5,1281.04,1158,1259,1381,1607,ms
:feature:foryou:compileProdDebugKotlin,Update caches,7.14,7.6,6,6,13,13,ms
:feature:foryou:compileProdDebugKotlin,Compiler IR lowering,340.62,305.2,325,304,509,390,ms
:feature:foryou:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,74.42,81.88,70,67,108,98,ms
:feature:foryou:compileProdDebugKotlin,Spent time before task action,31.9,24.92,30,24,41,35,ms
:feature:foryou:compileProdDebugKotlin,Connect to Kotlin daemon,12.84,16.56,11,10,20,23,ms
:feature:foryou:compileProdDebugKotlin,Compiler initialization time,100.12,95.38,94,90,134,124,ms
:feature:foryou:compileProdDebugKotlin,Task action before worker execution,27.64,29.54,28,24,42,40,ms
:feature:foryou:compileProdDebugKotlin,Sources compilation round,3221.54,3296.98,3192,3191,3800,3805,ms
:feature:foryou:compileProdDebugKotlin,Run compilation,3429.16,3527.36,3382,3400,4061,4062,ms
:feature:foryou:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,78.46,86.58,77,71,113,104,ms
:feature:foryou:compileProdDebugKotlin,Compiler code generation,918.2,896.64,897,858,1280,1120,ms
:feature:foryou:compileProdDebugKotlin,Incremental compilation in daemon,3399.28,3502.36,3357,3380,4036,4029,ms
:feature:foryou:compileProdDebugKotlin,Compiler IR translation,1038.98,1018.4,1022,979,1320,1387,ms
:feature:foryou:compileProdDebugKotlin,Total Gradle task time,4306.52,3834.14,4129,3681,5381,4750,ms
:feature:foryou:compileProdDebugKotlin,Start gradle worker,659.48,117.32,445,3,1774,214,ms
:feature:foryou:compileProdDebugKotlin,Calculate output size,1.86,2.9,1,2,4,7,ms
:feature:foryou:compileProdDebugKotlin,Load current classpath snapshot,14.66,16.36,12,12,18,23,ms
:feature:foryou:compileProdDebugKotlin,Run compilation in Gradle worker,3447.4,3549.18,3398,3428,4077,4073,ms
:feature:foryou:compileProdDebugKotlin,Save shrunk current classpath snapshot,2.46,3.24,1,1,6,9,ms
:feature:foryou:compileProdDebugKotlin,Compiler IR generation,577.18,590.88,532,567,889,779,ms
:feature:foryou:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:foryou:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:foryou:compileProdDebugKotlin,Number of lines analyzed,900,900,900,900,900,900,
:feature:foryou:compileProdDebugKotlin,Number of lines for code generation,900,900,900,900,900,900,
:feature:foryou:compileProdDebugKotlin,Compiler IR lowering line number,900,900,900,900,900,900,
:feature:foryou:compileProdDebugKotlin,Compiler IR generation line number,900,900,900,900,900,900,
:feature:foryou:compileProdDebugKotlin,Compiler IR translation line number,900,900,900,900,900,900,
:feature:foryou:compileProdDebugKotlin,Size of classpath snapshot,8.8,8.8,9,9,9,9,MB
:feature:foryou:compileProdDebugKotlin,Size of shrunk classpath snapshot,122.9,122.9,123,123,123,123,KB
:feature:foryou:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,98,98,98,98,99,99,
:feature:foryou:compileProdDebugKotlin,Analysis lines per second,799,729,777,715,977,908,
:feature:foryou:compileProdDebugKotlin,Code generation lines per second,1037,1032,1003,1049,1360,1214,
:feature:foryou:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:foryou:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:foryou:compileProdDebugKotlin,Total size of the cache directory,598.7,598.7,599,599,599,599,KB
:feature:foryou:compileProdDebugKotlin,Number of classpath entries,99,99,99,99,99,99,
:feature:foryou:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,2,1,
:feature:foryou:compileProdDebugKotlin,Clear jar cache,2.44,3.0,2,2,4,6,ms
:feature:foryou:compileProdDebugKotlin,Write history file,1.0,3.0,1,3,1,3,ms
:feature:foryou:compileProdDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:feature:foryou:compileProdDebugKotlin,Clear output,6.0,,6,,6,,ms
:feature:interests:compileDemoDebugKotlin,Compiler code analysis,905.7,1117.32,892,1176,1113,1491,ms
:feature:interests:compileDemoDebugKotlin,Update caches,5.54,7.52,5,6,9,14,ms
:feature:interests:compileDemoDebugKotlin,Compiler IR lowering,250.44,289.8,237,271,362,372,ms
:feature:interests:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,87.64,110.86,83,96,145,182,ms
:feature:interests:compileDemoDebugKotlin,Spent time before task action,32.3,45.4,32,46,45,64,ms
:feature:interests:compileDemoDebugKotlin,Connect to Kotlin daemon,14.46,17.26,10,15,18,26,ms
:feature:interests:compileDemoDebugKotlin,Compiler initialization time,116.74,132.98,108,127,184,182,ms
:feature:interests:compileDemoDebugKotlin,Task action before worker execution,23.76,32.04,23,30,34,43,ms
:feature:interests:compileDemoDebugKotlin,Sources compilation round,2588.82,3120.56,2612,3064,2971,3688,ms
:feature:interests:compileDemoDebugKotlin,Run compilation,2799.02,3369.14,2847,3391,3215,3970,ms
:feature:interests:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,90.76,113.84,85,99,156,184,ms
:feature:interests:compileDemoDebugKotlin,Compiler code generation,524.32,674.32,515,648,667,851,ms
:feature:interests:compileDemoDebugKotlin,Incremental compilation in daemon,2772.4,3338.78,2825,3336,3185,3931,ms
:feature:interests:compileDemoDebugKotlin,Compiler IR translation,1034.94,1187.68,1046,1169,1281,1527,ms
:feature:interests:compileDemoDebugKotlin,Total Gradle task time,2981.72,4309.36,3008,4259,3442,5399,ms
